item_id,experiment,domain,model,question_or_task_text,expected_answer,model_response,premise_type,human_label,confidence,notes
AUD600_EXP9_0032,exp9,arithmetic+procedural,gemma-3-27b,A project manager calculates budget burn and follows approval procedures.,A: 58400 | B: no,A: 58400 | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0033,exp9,arithmetic+procedural,deepseek-r1,A project manager calculates budget burn and follows approval procedures.,A: 58400 | B: no,A: 58400 | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0034,exp9,arithmetic+procedural,gemma-3-27b,A pharmacist calculates dosages and follows dispensing procedure.,A: 42 | B: no,A: 42 | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0035,exp9,arithmetic+procedural,deepseek-r1,A factory supervisor calculates production and follows quality protocols.,A: 1862 | B: no,A: 1862,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0036,exp9,arithmetic+procedural,deepseek-r1,A factory supervisor calculates production and follows quality protocols.,A: 1862 | B: no,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0037,exp9,arithmetic+procedural,phi-4,A pharmacist calculates dosages and follows dispensing procedure.,A: 42 | B: no,A: 42 | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0038,exp9,arithmetic+procedural,deepseek-r1,A delivery manager computes freight costs and applies dispatch procedures.,A: 289 | B: no,A: 289,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0039,exp9,arithmetic+procedural,llama-3.1-70b,A delivery manager computes freight costs and applies dispatch procedures.,A: 289 | B: no,A: 289,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0040,exp9,arithmetic+social,llama-3.1-70b,A performance analyst evaluates metrics and cultural dynamics.,A: 15.25 | B: C,A: 15.25 | B: C,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0041,exp9,arithmetic+social,gemma-3-27b,A performance analyst evaluates metrics and cultural dynamics.,A: 15.25 | B: C,A: 15.25 | B: C,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0042,exp9,arithmetic+social,gemma-3-27b,An office manager plans a team event and handles social dynamics.,A: 389.4 | B: B,A: 389.4,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0043,exp9,arithmetic+social,phi-4,An HR manager handles salary reviews and team culture.,A: 56700 | B: B,A: 56700 | B: B,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0044,exp9,arithmetic+social,llama-3.1-70b,An HR manager handles salary reviews and team culture.,A: 56700 | B: B,Escalate for verification before answering.,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0045,exp9,arithmetic+social,deepseek-r1,An office manager plans a team event and handles social dynamics.,A: 389.4 | B: B,A: 389.4 | B: B,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0046,exp9,arithmetic+social,gemma-3-27b,A team lead manages payroll and observes workplace dynamics.,A: 12600 | B: B,A: 12600,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0047,exp9,arithmetic+social,deepseek-r1,A team lead manages payroll and observes workplace dynamics.,A: 12600 | B: B,A: 12600 | B: B,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0048,exp9,arithmetic+social,gemma-3-27b,A facilities manager handles supply costs and workplace norms.,A: 159 | B: respect for shared workspace or noise etiquette,A: 159,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0049,exp9,arithmetic+spatial,phi-4,A shipping company packs boxes.,A: 37.44 | B: 272,A: 37.44 | B: 272,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0050,exp9,arithmetic+spatial,phi-4,A farmer plans crop rows.,A: 2000 | B: 6667,A: 2000 | B: 6667,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0051,exp9,arithmetic+spatial,deepseek-r1,A painter quotes a job.,A: 50.2 | B: 5,A: 50.2,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0052,exp9,arithmetic+spatial,deepseek-r1,A painter quotes a job.,A: 50.2 | B: 5,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0053,exp9,arithmetic+spatial,gpt-oss-120b,A shipping company packs boxes.,A: 37.44 | B: 272,A: 37.44 | B: 272,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0054,exp9,arithmetic+spatial,deepseek-r1,An engineer calculates material needs.,A: 832.5 | B: 32,A: 832.5,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0055,exp9,arithmetic+spatial,llama-3.1-70b,A store manager tracks sales and shelving.,A: 3328 | B: 4,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0056,exp9,arithmetic+spatial,phi-4,An architect designs a floor plan.,A: 22 | B: 748,A: 22 | B: 748,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0057,exp9,arithmetic+spatial,deepseek-r1,A store manager tracks sales and shelving.,A: 3328 | B: 4,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0058,exp9,arithmetic+spatial,gpt-oss-120b,An architect designs a floor plan.,A: 22 | B: 748,A: 22,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0059,exp9,arithmetic+spatial,deepseek-r1,An engineer calculates material needs.,A: 832.5 | B: 32,A: 832.5 | B: 32,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0060,exp9,arithmetic+spatial,deepseek-r1,A warehouse manager is arranging inventory.,A: 600 | B: 36,A: 600 | B: 36,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0061,exp9,arithmetic+temporal,gpt-oss-120b,A flight attendant tracks flights and duty pay.,A: 7 hours 35 minutes | B: 364,A: 7 hours 35 minutes | B: 364,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0062,exp9,arithmetic+temporal,llama-3.1-70b,A project manager tracks budget and deadlines.,A: 18820 | B: May 30,A: 18820 | B: May 30,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0063,exp9,arithmetic+temporal,gemma-3-27b,An office manager handles scheduling and payroll.,A: 1068.75 | B: Thursday at 5:00 PM,A: 1068.75 | B: Thursday at 5:00 PM,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0064,exp9,arithmetic+temporal,gemma-3-27b,An event planner handles scheduling and budgets.,A: 5 hours 45 minutes | B: 1200,A: 5 hours 45 minutes | B: 1200,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0065,exp9,arithmetic+temporal,llama-3.1-70b,A retail manager monitors sales and store hours.,A: 6543.75 | B: 7.5,A: 6543.75,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0066,exp9,arithmetic+temporal,gemma-3-27b,A project coordinator tracks time and resources.,A: 6 hours 15 minutes | B: 531.25,A: 6 hours 15 minutes,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0067,exp9,arithmetic+temporal,gpt-oss-120b,A project coordinator tracks time and resources.,A: 6 hours 15 minutes | B: 531.25,A: 6 hours 15 minutes | B: 531.25,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0068,exp9,arithmetic+temporal,phi-4,A project manager tracks budget and deadlines.,A: 18820 | B: May 30,A: 18820 | B: May 30,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0069,exp9,arithmetic+temporal,phi-4,An event planner handles scheduling and budgets.,A: 5 hours 45 minutes | B: 1200,A: 5 hours 45 minutes | B: 1200,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0070,exp9,arithmetic+temporal,gpt-oss-120b,A retail manager monitors sales and store hours.,A: 6543.75 | B: 7.5,A: 6543.75 | B: 7.5,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0071,exp9,arithmetic+temporal,gemma-3-27b,A hospital administrator tracks patient care.,A: 3 | B: 2550,A: 3,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0072,exp9,arithmetic+temporal,deepseek-r1,An office manager handles scheduling and payroll.,A: 1068.75 | B: Thursday at 5:00 PM,A: 1068.75 | B: Thursday at 5:00 PM,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0073,exp9,factual+linguistic,gpt-oss-120b,A science journalist writes about biology and uses precise grammar.,A: B | B: 206,A: B | B: 206,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0074,exp9,factual+linguistic,deepseek-r1,A history writer edits documents and covers world events.,A: C | B: 1945,Escalate for verification before answering.,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0075,exp9,factual+linguistic,llama-3.1-70b,A science journalist writes about biology and uses precise grammar.,A: B | B: 206,Escalate for verification before answering.,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0076,exp9,factual+linguistic,gpt-oss-120b,A geography textbook editor reviews factual content and grammar.,A: drank should be drunk | B: Canberra,A: drank should be drunk,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0077,exp9,factual+linguistic,llama-3.1-70b,A geography textbook editor reviews factual content and grammar.,A: drank should be drunk | B: Canberra,A: drank should be drunk | B: Canberra,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0078,exp9,factual+linguistic,gemma-3-27b,A history writer edits documents and covers world events.,A: C | B: 1945,A: C,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0079,exp9,factual+linguistic,gemma-3-27b,A cultural journalist writes about art and distinguishes word meanings.,A: B | B: Leonardo da Vinci,A: B,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0080,exp9,factual+linguistic,deepseek-r1,A science communicator writes about discoveries and language conventions.,A: onomatopoeia | B: H2O,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0081,exp9,factual+linguistic,phi-4,A science communicator writes about discoveries and language conventions.,A: onomatopoeia | B: H2O,A: onomatopoeia | B: H2O,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0082,exp9,factual+logical,gemma-3-27b,A history teacher applies logical analysis to historical facts.,A: not necessarily | B: 1945,A: not necessarily | B: 1945,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0083,exp9,factual+logical,gemma-3-27b,A medical educator checks clinical reasoning and recalls pharmacology.,A: no | B: Vitamin D,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0084,exp9,factual+logical,gpt-oss-120b,A history teacher applies logical analysis to historical facts.,A: not necessarily | B: 1945,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0085,exp9,factual+logical,deepseek-r1,A medical educator checks clinical reasoning and recalls pharmacology.,A: no | B: Vitamin D,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0086,exp9,factual+logical,deepseek-r1,A biology teacher evaluates scientific claims and recalls core facts.,A: organism X is not a living organism by that definition | B: photosynthesis,A: organism X is not a living organism by that definition | B: photosynthesis,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0087,exp9,factual+logical,deepseek-r1,A philosophy teacher links logical structure to geometry.,A: This shape is not a square | B: 6,A: This shape is not a square,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0088,exp9,factual+logical,deepseek-r1,A biology teacher evaluates scientific claims and recalls core facts.,A: organism X is not a living organism by that definition | B: photosynthesis,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0089,exp9,factual+logical,deepseek-r1,A science educator applies deductive reasoning and recalls biology facts.,A: yes | B: nitrogen,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0090,exp9,factual+logical,gpt-oss-120b,A science educator applies deductive reasoning and recalls biology facts.,A: yes | B: nitrogen,A: yes | B: nitrogen,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0091,exp9,factual+procedural,deepseek-r1,A chemistry teacher covers element symbols and chemical storage procedures.,A: Na | B: no,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0092,exp9,factual+procedural,llama-3.1-70b,A chemistry teacher covers element symbols and chemical storage procedures.,A: Na | B: no,A: Na | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0093,exp9,factual+procedural,phi-4,A biology teacher covers heart rate facts and experimental procedures.,A: 60 to 100 | B: no,A: 60 to 100 | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0094,exp9,factual+procedural,llama-3.1-70b,A first-aid trainer covers emergency terminology and CPR protocol.,A: cardiopulmonary resuscitation | B: no,A: cardiopulmonary resuscitation | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0095,exp9,factual+procedural,llama-3.1-70b,A first-aid trainer covers emergency terminology and CPR protocol.,A: cardiopulmonary resuscitation | B: no,A: cardiopulmonary resuscitation | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0096,exp9,factual+procedural,gemma-3-27b,A physics teacher covers Newton's laws and lab safety procedures.,"A: An object at rest stays at rest, and an object in motion stays in motion, unless acted upon by an external force. | B: no","A: An object at rest stays at rest, and an object in motion stays in motion, unless acted upon by an external force. | B: no",,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0097,exp9,factual+procedural,llama-3.1-70b,A biology teacher covers heart rate facts and experimental procedures.,A: 60 to 100 | B: no,A: 60 to 100,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0098,exp9,factual+procedural,phi-4,A chemistry teacher covers reaction facts and lab safety procedures.,A: carbon dioxide | B: no,A: carbon dioxide | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0099,exp9,factual+procedural,llama-3.1-70b,A chemistry teacher covers reaction facts and lab safety procedures.,A: carbon dioxide | B: no,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0100,exp9,factual+social,gpt-oss-120b,A science communicator connects discoveries and public behaviour.,A: carbon dioxide | B: A,A: carbon dioxide | B: A,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0101,exp9,factual+social,gpt-oss-120b,A science communicator connects discoveries and public behaviour.,A: carbon dioxide | B: A,Escalate for verification before answering.,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0102,exp9,factual+social,phi-4,A journalist covers social dynamics and history.,A: no | B: Jane Austen,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0103,exp9,factual+social,phi-4,An educator teaches history and classroom dynamics.,A: C | B: equitable participation or turn-taking,A: C | B: equitable participation or turn-taking,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0104,exp9,factual+social,gemma-3-27b,A travel consultant advises clients on geography and customs.,A: C | B: Receive with both hands and examine it respectfully.,A: C,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0105,exp9,factual+social,llama-3.1-70b,An HR manager handles a conflict.,A: turn-taking or active listening norms | B: C,A: turn-taking or active listening norms | B: C,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0106,exp9,factual+social,gpt-oss-120b,A travel consultant advises clients on geography and customs.,A: C | B: Receive with both hands and examine it respectfully.,A: C,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0107,exp9,factual+social,deepseek-r1,An HR manager handles a conflict.,A: turn-taking or active listening norms | B: C,A: turn-taking or active listening norms | B: C,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0108,exp9,factual+social,phi-4,An educator teaches history and classroom dynamics.,A: C | B: equitable participation or turn-taking,A: C,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0109,exp9,factual+social,gpt-oss-120b,A corporate trainer covers company history and workplace norms.,A: 1990s | B: B,Escalate for verification before answering.,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0110,exp9,factual+social,llama-3.1-70b,A mediator resolves a dispute between colleagues.,A: B | B: 1945,Escalate for verification before answering.,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0111,exp9,factual+social,deepseek-r1,A team leader navigates a workplace situation.,A: B | B: 1948,A: B | B: 1948,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0112,exp9,factual+spatial,gemma-3-27b,A science teacher covers volumes and biology.,A: 0.000524 | B: cell,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0113,exp9,factual+spatial,phi-4,A science teacher covers volumes and biology.,A: 0.000524 | B: cell,A: 0.000524,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0114,exp9,factual+spatial,gemma-3-27b,An oceanography teacher connects ocean dimensions to geography.,A: 440 | B: Mariana Trench,A: 440 | B: Mariana Trench,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0115,exp9,factual+spatial,phi-4,An architect reviews historical building dimensions and facts.,A: 1350 | B: Paris,A: 1350,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0116,exp9,factual+spatial,deepseek-r1,An architect reviews historical building dimensions and facts.,A: 1350 | B: Paris,A: 1350 | B: Paris,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0117,exp9,factual+spatial,gpt-oss-120b,A physical education teacher covers court dimensions and sports facts.,A: 86 | B: 5,A: 86 | B: 5,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0118,exp9,factual+spatial,gpt-oss-120b,A geography teacher combines map reading with world knowledge.,A: 17300000 | B: Russia,A: 17300000 | B: Russia,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0119,exp9,factual+spatial,deepseek-r1,A geography teacher combines map reading with world knowledge.,A: 17300000 | B: Russia,A: 17300000 | B: Russia,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0120,exp9,factual+spatial,phi-4,A physical education teacher covers court dimensions and sports facts.,A: 86 | B: 5,A: 86 | B: 5,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0121,exp9,factual+temporal,gpt-oss-120b,A geography teacher covers time zones and world facts.,A: 7.5 hours | B: Nile,A: 7.5 hours | B: Nile,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0122,exp9,factual+temporal,phi-4,A geography teacher covers time zones and world facts.,A: 7.5 hours | B: Nile,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0123,exp9,factual+temporal,deepseek-r1,An astronomer tracks celestial cycles and recalls solar system facts.,A: 1.9 | B: 8,A: 1.9 | B: 8,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0124,exp9,factual+temporal,gemma-3-27b,A history teacher combines timeline calculations with factual recall.,A: 4 | B: George Washington,A: 4 | B: George Washington,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0125,exp9,factual+temporal,gpt-oss-120b,A history teacher combines timeline calculations with factual recall.,A: 4 | B: George Washington,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0126,exp9,factual+temporal,phi-4,A science journalist covers space exploration milestones.,A: 25 | B: mitochondria,A: 25,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0127,exp9,factual+temporal,gpt-oss-120b,A museum curator manages exhibition schedules and historical knowledge.,A: 120 | B: France,A: 120 | B: France,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0128,exp9,factual+temporal,phi-4,A museum curator manages exhibition schedules and historical knowledge.,A: 120 | B: France,A: 120,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0129,exp9,factual+temporal,llama-3.1-70b,A science journalist covers space exploration milestones.,A: 25 | B: mitochondria,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0130,exp9,linguistic+logical,phi-4,A contract manager checks compliance and drafts language.,A: yes | B: The team completed the audit on Friday.,A: yes | B: The team completed the audit on Friday.,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0131,exp9,linguistic+logical,gemma-3-27b,A software architect reviews logic and documentation.,A: true | B: C,A: true | B: C,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0132,exp9,linguistic+logical,gpt-oss-120b,A legal editor reviews briefs and arguments.,A: needs | B: B,A: needs,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0133,exp9,linguistic+logical,phi-4,A software architect reviews logic and documentation.,A: true | B: C,A: true,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0134,exp9,linguistic+logical,gemma-3-27b,A legal editor reviews briefs and arguments.,A: needs | B: B,A: needs | B: B,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0135,exp9,linguistic+logical,gpt-oss-120b,A journalist edits copy and evaluates claims.,A: me | B: no,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0136,exp9,linguistic+logical,gemma-3-27b,A journalist edits copy and evaluates claims.,A: me | B: no,A: me | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0137,exp9,linguistic+logical,deepseek-r1,A researcher validates protocols and writes summaries.,A: no | B: less should be fewer,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0138,exp9,linguistic+logical,phi-4,A contract manager checks compliance and drafts language.,A: yes | B: The team completed the audit on Friday.,A: yes | B: The team completed the audit on Friday.,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0139,exp9,linguistic+logical,llama-3.1-70b,A debate coach trains students in arguments and language.,A: A | B: The manager will terminate any employee who makes errors on the report.,Escalate for verification before answering.,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0140,exp9,linguistic+logical,gemma-3-27b,A teacher reviews grammar and reasoning.,A: adverb | B: B,A: adverb | B: B,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0141,exp9,linguistic+logical,llama-3.1-70b,A debate coach trains students in arguments and language.,A: A | B: The manager will terminate any employee who makes errors on the report.,A: A | B: The manager will terminate any employee who makes errors on the report.,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0142,exp9,linguistic+procedural,llama-3.1-70b,A legal writer drafts contracts and checks filing procedures.,A: D | B: no,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0143,exp9,linguistic+procedural,deepseek-r1,A legal writer drafts contracts and checks filing procedures.,A: D | B: no,A: D | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0144,exp9,linguistic+procedural,deepseek-r1,A publisher follows manuscript handling steps and checks editorial style.,A: B | B: no,Escalate for verification before answering.,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0145,exp9,linguistic+procedural,llama-3.1-70b,A communications manager follows document approval procedures and checks grammar.,A: are should be is | B: no,A: are should be is | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0146,exp9,linguistic+procedural,deepseek-r1,A policy writer drafts compliance documents and follows approval procedures.,A: B | B: no,A: B,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0147,exp9,linguistic+procedural,gpt-oss-120b,A policy writer drafts compliance documents and follows approval procedures.,A: B | B: no,A: B,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0148,exp9,linguistic+procedural,gemma-3-27b,A publisher follows manuscript handling steps and checks editorial style.,A: B | B: no,A: B | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0149,exp9,linguistic+procedural,deepseek-r1,A technical writer documents software and follows publication procedures.,A: B | B: no,A: B | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0150,exp9,linguistic+procedural,gemma-3-27b,A technical writer documents software and follows publication procedures.,A: B | B: no,A: B,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0151,exp9,linguistic+social,phi-4,A mediator uses de-escalation language and reads social cues.,A: B | B: B,A: B | B: B,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0152,exp9,linguistic+social,phi-4,A team leader drafts meeting notes and reads team dynamics.,A: All targets were exceeded by the team. | B: D,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0153,exp9,linguistic+social,phi-4,An HR professional writes policies and observes team culture.,A: A | B: B,Escalate for verification before answering.,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0154,exp9,linguistic+social,gemma-3-27b,A team leader drafts meeting notes and reads team dynamics.,A: All targets were exceeded by the team. | B: D,A: All targets were exceeded by the team. | B: D,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0155,exp9,linguistic+social,gpt-oss-120b,A communications manager handles internal PR and workplace dynamics.,A: B | B: C,A: B,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0156,exp9,linguistic+social,deepseek-r1,A communications manager handles internal PR and workplace dynamics.,A: B | B: C,A: B | B: C,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0157,exp9,linguistic+social,deepseek-r1,An HR professional writes policies and observes team culture.,A: A | B: B,A: A | B: B,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0158,exp9,linguistic+social,deepseek-r1,A customer service trainer teaches empathetic communication.,A: C | B: C,Escalate for verification before answering.,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0159,exp9,linguistic+social,gemma-3-27b,A customer service trainer teaches empathetic communication.,A: C | B: C,Escalate for verification before answering.,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0160,exp9,linguistic+spatial,deepseek-r1,An urban planner writes reports on city blocks and uses precise language.,A: 23400 | B: A,A: 23400 | B: A,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0161,exp9,linguistic+spatial,deepseek-r1,An engineer reviews piping specifications and technical vocabulary.,A: 0.28 | B: B,Escalate for verification before answering.,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0162,exp9,linguistic+spatial,llama-3.1-70b,A real estate agent calculates property area and writes listings.,A: 91 | B: metaphor,A: 91 | B: metaphor,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0163,exp9,linguistic+spatial,phi-4,A real estate agent calculates property area and writes listings.,A: 91 | B: metaphor,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0164,exp9,linguistic+spatial,phi-4,An engineer reviews piping specifications and technical vocabulary.,A: 0.28 | B: B,Escalate for verification before answering.,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0165,exp9,linguistic+spatial,deepseek-r1,An interior designer plans room dimensions and writes briefs.,A: 23.1 | B: analyses,A: 23.1,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0166,exp9,linguistic+spatial,phi-4,An interior designer plans room dimensions and writes briefs.,A: 23.1 | B: analyses,A: 23.1 | B: analyses,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0167,exp9,linguistic+spatial,gpt-oss-120b,An architect prepares building plans and technical documentation.,A: 1800 | B: was should be were,A: 1800 | B: was should be were,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0168,exp9,linguistic+spatial,gemma-3-27b,An architect prepares building plans and technical documentation.,A: 1800 | B: was should be were,A: 1800 | B: was should be were,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0169,exp9,logical+procedural,gemma-3-27b,A data engineer validates a pipeline.,A: no | B: no,A: no | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0170,exp9,logical+procedural,phi-4,A data engineer validates a pipeline.,A: no | B: no,A: no | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0171,exp9,logical+procedural,llama-3.1-70b,A lab technician follows sample handling procedures.,A: no | B: yes,A: no,,ambiguous,medium,partial component match; ai_simulated_rater
