item_id,task_id,domain_pair,domain_a,domain_b,subcategory_a,subcategory_b,difficulty_a,difficulty_b,task_text,part1_text,part2_text,decision_options,decision_a,answer_a,decision_b,answer_b,participant_confidence,notes
HB_EXP9_0135,fixed_lin_log_019_07,linguistic+logical,linguistic,logical,register_style,constraint_satisfaction,medium,medium,A journalist edits copy and evaluates claims.,"Correct: 'Between you and I, the story needs more sources.' Correct pronoun?",Breaking news requires two independent sources. This story has two sources from the same newsroom. Requirement met?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,me,PROCEED,no,high,
HB_EXP9_0136,fixed_lin_log_019_02,linguistic+logical,linguistic,logical,register_style,constraint_satisfaction,medium,medium,A journalist edits copy and evaluates claims.,"Correct: 'Between you and I, the story needs more sources.' Correct pronoun?",Breaking news requires two independent sources. This story has two sources from the same newsroom. Requirement met?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,me,PROCEED,no,high,
HB_EXP9_0137,fixed_log_lin_023_04,linguistic+logical,logical,linguistic,conditional_reasoning,active_passive,medium,medium,A researcher validates protocols and writes summaries.,No experiment with fewer than 30 participants is statistically valid. This study had 28. Valid?,Identify the error: 'The data shows that less participants responded positively.',PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,less should be fewer,high,
HB_EXP9_0138,fixed_log_lin_023_07,linguistic+logical,logical,linguistic,constraint_satisfaction,grammar_syntax,medium,medium,A contract manager checks compliance and drafts language.,"Clause: 'Payment due within 30 days OR extension granted.' Client unpaid 35 days, no extension. Clause violated?",Rewrite as active: 'The completion of the audit by the team occurred on Friday.',PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,yes,USE_TOOL,,medium,B:USE_TOOL
HB_EXP9_0139,fixed_log_lin_023_00,linguistic+logical,logical,linguistic,boolean_logic,register_style,easy,medium,A debate coach trains students in arguments and language.,All mammals are warm-blooded. Dolphins are mammals. Are dolphins warm-blooded? A) Yes  B) No  C) Cannot be determined,Rewrite in formal register: 'The boss is gonna fire anyone who screws up the report.',PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,A,PROCEED,The manager will terminate any employee who makes errors on the report.,high,
HB_EXP9_0140,fixed_lin_log_019_08,linguistic+logical,linguistic,logical,inference_meaning,syllogisms,easy,medium,A teacher reviews grammar and reasoning.,Part of speech of 'quickly' in: 'She finished the test quickly'?,No student who studied failed. Alex failed. Did Alex study? A) Yes  B) No  C) Cannot be determined,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,adverb,PROCEED,B,high,
HB_EXP9_0141,fixed_log_lin_023_05,linguistic+logical,logical,linguistic,boolean_logic,register_style,easy,medium,A debate coach trains students in arguments and language.,All mammals are warm-blooded. Dolphins are mammals. Are dolphins warm-blooded? A) Yes  B) No  C) Cannot be determined,Rewrite in formal register: 'The boss is gonna fire anyone who screws up the report.',PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,A,PROCEED,The manager will terminate any employee who makes errors on the report.,high,
HB_EXP9_0142,fixed_lin_pro_022_02,linguistic+procedural,linguistic,procedural,grammar_syntax,protocol_compliance,medium,medium,A legal writer drafts contracts and checks filing procedures.,Which phrase is redundant? A) 'Final outcome'  B) 'Brief summary'  C) 'Past history'  D) All of the above,Contract filing: (1) draft (2) legal review (3) signature (4) notarise (5) file. Contract filed before being notarised. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,D,PROCEED,no,high,
HB_EXP9_0143,fixed_lin_pro_022_07,linguistic+procedural,linguistic,procedural,grammar_syntax,protocol_compliance,medium,medium,A legal writer drafts contracts and checks filing procedures.,Which phrase is redundant? A) 'Final outcome'  B) 'Brief summary'  C) 'Past history'  D) All of the above,Contract filing: (1) draft (2) legal review (3) signature (4) notarise (5) file. Contract filed before being notarised. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,D,PROCEED,no,high,
HB_EXP9_0144,fixed_lin_pro_022_03,linguistic+procedural,linguistic,procedural,vocabulary_semantics,dependency_ordering,easy,medium,A publisher follows manuscript handling steps and checks editorial style.,Which is the correct spelling? A) Neccessary  B) Necessary  C) Necessery  D) Necesary,Manuscript handling: (1) submission (2) editorial assessment (3) peer review (4) revision (5) acceptance. Manuscript accepted before peer review. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,no,high,
HB_EXP9_0145,fixed_lin_pro_022_04,linguistic+procedural,linguistic,procedural,active_passive,constraint_following,medium,easy,A communications manager follows document approval procedures and checks grammar.,Identify the grammatical error: 'Each of the team members are responsible for their own tasks.',Approval process: (1) write (2) edit (3) legal review (4) sign-off (5) distribute. Document distributed without legal review. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,are should be is,PROCEED,no,high,
HB_EXP9_0146,fixed_lin_pro_022_06,linguistic+procedural,linguistic,procedural,inference_meaning,step_sequencing,medium,easy,A policy writer drafts compliance documents and follows approval procedures.,Which sentence uses 'comprise' correctly? A) 'The team is comprised of 5 members.'  B) 'The team comprises 5 members.'  C) 'The team is comprising 5 members.',Compliance procedure: (1) identify issue (2) document finding (3) notify supervisor (4) implement corrective action (5) close out. An issue is resolved before the supervisor is notified. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,no,high,
HB_EXP9_0147,fixed_lin_pro_022_01,linguistic+procedural,linguistic,procedural,inference_meaning,step_sequencing,medium,easy,A policy writer drafts compliance documents and follows approval procedures.,Which sentence uses 'comprise' correctly? A) 'The team is comprised of 5 members.'  B) 'The team comprises 5 members.'  C) 'The team is comprising 5 members.',Compliance procedure: (1) identify issue (2) document finding (3) notify supervisor (4) implement corrective action (5) close out. An issue is resolved before the supervisor is notified. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,no,high,
HB_EXP9_0148,fixed_lin_pro_022_08,linguistic+procedural,linguistic,procedural,vocabulary_semantics,dependency_ordering,easy,medium,A publisher follows manuscript handling steps and checks editorial style.,Which is the correct spelling? A) Neccessary  B) Necessary  C) Necessery  D) Necesary,Manuscript handling: (1) submission (2) editorial assessment (3) peer review (4) revision (5) acceptance. Manuscript accepted before peer review. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,no,high,
HB_EXP9_0149,fixed_lin_pro_022_05,linguistic+procedural,linguistic,procedural,register_style,error_detection,easy,easy,A technical writer documents software and follows publication procedures.,"What is the term for a word that connects clauses, phrases, or sentences? A) Preposition  B) Conjunction  C) Interjection  D) Article",Software install procedure: (1) download installer (2) run setup (3) accept terms (4) choose directory (5) install. User installs before accepting terms. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,no,high,
HB_EXP9_0150,fixed_lin_pro_022_00,linguistic+procedural,linguistic,procedural,register_style,error_detection,easy,easy,A technical writer documents software and follows publication procedures.,"What is the term for a word that connects clauses, phrases, or sentences? A) Preposition  B) Conjunction  C) Interjection  D) Article",Software install procedure: (1) download installer (2) run setup (3) accept terms (4) choose directory (5) install. User installs before accepting terms. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,USE_TOOL,,medium,B:USE_TOOL
HB_EXP9_0151,fixed_lin_soc_021_04,linguistic+social,linguistic,social,register_style,pragmatic_implicature,medium,medium,A mediator uses de-escalation language and reads social cues.,What is the term for using language that avoids assigning blame? A) Passive language  B) 'I' statements  C) Jargon  D) Hedging,"During conflict resolution, Party A avoids eye contact, speaks quietly, and gives short answers. What might this most likely indicate? A) Disinterest  B) Intimidation or discomfort  C) Agreement with Party B  D) Cultural preference for silence",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,B,high,
HB_EXP9_0152,fixed_lin_soc_021_02,linguistic+social,linguistic,social,vocabulary_semantics,perspective_taking,easy,medium,A team leader drafts meeting notes and reads team dynamics.,What is the passive voice version of: 'The team exceeded all targets'?,"In a meeting, one member dominates and others fall silent. What group dynamic is occurring? A) Synergy  B) Brainstorming  C) Social loafing  D) Social silencing",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,All targets were exceeded by the team.,USE_TOOL,,medium,B:USE_TOOL
HB_EXP9_0153,fixed_lin_soc_021_06,linguistic+social,linguistic,social,grammar_syntax,norm_violation,easy,medium,An HR professional writes policies and observes team culture.,Which is a euphemism for 'layoffs'? A) Rightsizing  B) Promotion  C) Expansion  D) Recruitment,An employee receives positive feedback but immediately deflects credit to their team. What social behaviour does this best represent? A) Insecurity  B) Modesty and collaborative culture  C) Poor communication  D) Incompetence,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,A,PROCEED,B,high,
HB_EXP9_0154,fixed_lin_soc_021_07,linguistic+social,linguistic,social,vocabulary_semantics,perspective_taking,easy,medium,A team leader drafts meeting notes and reads team dynamics.,What is the passive voice version of: 'The team exceeded all targets'?,"In a meeting, one member dominates and others fall silent. What group dynamic is occurring? A) Synergy  B) Brainstorming  C) Social loafing  D) Social silencing",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,All targets were exceeded by the team.,PROCEED,D,high,
HB_EXP9_0155,fixed_lin_soc_021_00,linguistic+social,linguistic,social,inference_meaning,emotion_recognition,easy,medium,A communications manager handles internal PR and workplace dynamics.,Which tone is most appropriate for a formal press release? A) Casual and conversational  B) Neutral and professional  C) Emotional and personal  D) Humorous and informal,An employee publicly disagrees with their manager in a team meeting. What professional norm is most at risk? A) Active listening  B) Punctuality  C) Chain of command or professional hierarchy  D) Dress code,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,C,high,
HB_EXP9_0156,fixed_lin_soc_021_05,linguistic+social,linguistic,social,inference_meaning,emotion_recognition,easy,medium,A communications manager handles internal PR and workplace dynamics.,Which tone is most appropriate for a formal press release? A) Casual and conversational  B) Neutral and professional  C) Emotional and personal  D) Humorous and informal,An employee publicly disagrees with their manager in a team meeting. What professional norm is most at risk? A) Active listening  B) Punctuality  C) Chain of command or professional hierarchy  D) Dress code,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,C,high,
HB_EXP9_0157,fixed_lin_soc_021_01,linguistic+social,linguistic,social,grammar_syntax,norm_violation,easy,medium,An HR professional writes policies and observes team culture.,Which is a euphemism for 'layoffs'? A) Rightsizing  B) Promotion  C) Expansion  D) Recruitment,An employee receives positive feedback but immediately deflects credit to their team. What social behaviour does this best represent? A) Insecurity  B) Modesty and collaborative culture  C) Poor communication  D) Incompetence,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,A,PROCEED,B,high,
HB_EXP9_0158,fixed_lin_soc_021_03,linguistic+social,linguistic,social,active_passive,conflict_resolution,easy,easy,A customer service trainer teaches empathetic communication.,"Which sentence best demonstrates empathy in customer communication? A) 'That is our policy, I cannot help.'  B) 'You should have read the terms.'  C) 'I understand your frustration — let me see what I can do.'  D) 'This is not my department.'","A customer complains in an increasingly aggressive tone. The most professionally appropriate response is to? A) Match their tone  B) Apologise and end the call  C) Remain calm, listen, and de-escalate  D) Immediately escalate to management",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,C,PROCEED,C,high,
HB_EXP9_0159,fixed_lin_soc_021_08,linguistic+social,linguistic,social,active_passive,conflict_resolution,easy,easy,A customer service trainer teaches empathetic communication.,"Which sentence best demonstrates empathy in customer communication? A) 'That is our policy, I cannot help.'  B) 'You should have read the terms.'  C) 'I understand your frustration — let me see what I can do.'  D) 'This is not my department.'","A customer complains in an increasingly aggressive tone. The most professionally appropriate response is to? A) Match their tone  B) Apologise and end the call  C) Remain calm, listen, and de-escalate  D) Immediately escalate to management",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,C,PROCEED,C,high,
HB_EXP9_0160,fixed_spa_lin_009_04,linguistic+spatial,spatial,linguistic,2d_geometry,vocabulary_semantics,medium,medium,An urban planner writes reports on city blocks and uses precise language.,City block: 200m × 150m. Road removes 10m from each side (all four sides). Net block area in m²?,Which word correctly completes: 'The city _____ its public transport network in the 1990s.' A) expanded  B) has expanded  C) expands  D) had been expanding,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,FLAG_FOR_REVIEW,,USE_TOOL,,low,A:FLAG_FOR_REVIEW; B:USE_TOOL
HB_EXP9_0161,fixed_spa_lin_009_03,linguistic+spatial,spatial,linguistic,distance_bearing,grammar_syntax,medium,easy,An engineer reviews piping specifications and technical vocabulary.,"Pipe cross-section: diameter 0.6m. Cross-sectional area in m² (π ≈ 3.14, to 2 decimal places)?",Synonym for 'structural' in an engineering context? A) Decorative  B) Load-bearing  C) Superficial  D) Auxiliary,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,0.28,PROCEED,B,high,
HB_EXP9_0162,fixed_spa_lin_009_07,linguistic+spatial,spatial,linguistic,spatial_arrangement,inference_meaning,medium,easy,A real estate agent calculates property area and writes listings.,"House: 3 bedrooms (12 m² each), 2 bathrooms (6 m² each), kitchen 15 m², living room 28 m². Total floor area in m²?",Identify the figure of speech in the listing: 'This kitchen is the heart of the home.',PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,91,PROCEED,metaphor,high,
HB_EXP9_0163,fixed_spa_lin_009_02,linguistic+spatial,spatial,linguistic,spatial_arrangement,inference_meaning,medium,easy,A real estate agent calculates property area and writes listings.,"House: 3 bedrooms (12 m² each), 2 bathrooms (6 m² each), kitchen 15 m², living room 28 m². Total floor area in m²?",Identify the figure of speech in the listing: 'This kitchen is the heart of the home.',PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,91,PROCEED,metaphor,high,
HB_EXP9_0164,fixed_spa_lin_009_08,linguistic+spatial,spatial,linguistic,distance_bearing,grammar_syntax,medium,easy,An engineer reviews piping specifications and technical vocabulary.,"Pipe cross-section: diameter 0.6m. Cross-sectional area in m² (π ≈ 3.14, to 2 decimal places)?",Synonym for 'structural' in an engineering context? A) Decorative  B) Load-bearing  C) Superficial  D) Auxiliary,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,0.28,PROCEED,B,high,
HB_EXP9_0165,fixed_spa_lin_009_01,linguistic+spatial,spatial,linguistic,grid_navigation,register_style,easy,easy,An interior designer plans room dimensions and writes briefs.,Room dimensions: 5.5m × 4.2m. Floor area in m²?,What is the plural of 'analysis'?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,23.1,PROCEED,analyses,high,
HB_EXP9_0166,fixed_spa_lin_009_06,linguistic+spatial,spatial,linguistic,grid_navigation,register_style,easy,easy,An interior designer plans room dimensions and writes briefs.,Room dimensions: 5.5m × 4.2m. Floor area in m²?,What is the plural of 'analysis'?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,23.1,PROCEED,analyses,high,
HB_EXP9_0167,fixed_spa_lin_009_00,linguistic+spatial,spatial,linguistic,3d_geometry,active_passive,easy,easy,An architect prepares building plans and technical documentation.,"Building footprint 30m × 20m. Three floors, each with the same footprint. Total gross floor area in m²?",Identify the grammatical error: 'The blueprints was revised by the engineering team.',PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,1800,PROCEED,was should be were,high,
HB_EXP9_0168,fixed_spa_lin_009_05,linguistic+spatial,spatial,linguistic,3d_geometry,active_passive,easy,easy,An architect prepares building plans and technical documentation.,"Building footprint 30m × 20m. Three floors, each with the same footprint. Total gross floor area in m²?",Identify the grammatical error: 'The blueprints was revised by the engineering team.',PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,1800,PROCEED,was should be were,high,
HB_EXP9_0169,fixed_pro_log_032_08,logical+procedural,procedural,logical,protocol_compliance,boolean_logic,medium,medium,A data engineer validates a pipeline.,"Pipeline steps: (1) ingest (2) validate (3) transform (4) load. Steps ran in order: 1, 3, 2, 4. Correct order?","Rule: transformations require validated data. In this run, was the rule satisfied before the load step?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,no,high,
HB_EXP9_0170,fixed_pro_log_032_03,logical+procedural,procedural,logical,protocol_compliance,boolean_logic,medium,medium,A data engineer validates a pipeline.,"Pipeline steps: (1) ingest (2) validate (3) transform (4) load. Steps ran in order: 1, 3, 2, 4. Correct order?","Rule: transformations require validated data. In this run, was the rule satisfied before the load step?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,FLAG_FOR_REVIEW,,PROCEED,no,medium,A:FLAG_FOR_REVIEW
HB_EXP9_0171,fixed_pro_log_032_04,logical+procedural,procedural,logical,dependency_ordering,pattern_inference,medium,medium,A lab technician follows sample handling procedures.,Steps: (1) label (2) refrigerate (3) centrifuge (4) analyse. Technician centrifuged before labelling. All pre-analysis steps correct?,Rule: unlabelled samples must not be centrifuged. Was this rule violated?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,yes,high,
HB_EXP9_0172,fixed_pro_log_032_00,logical+procedural,procedural,logical,constraint_following,constraint_satisfaction,easy,easy,A quality engineer follows testing protocols.,Protocol: (1) calibrate (2) sample (3) test (4) log (5) review. Step 3 was done before step 2. Protocol violated?,Rule: log only tested samples. An untested sample was logged. Rule violated?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,yes,PROCEED,yes,high,
HB_EXP9_0173,fixed_pro_log_032_01,logical+procedural,procedural,logical,error_detection,syllogisms,easy,easy,A security officer follows access control procedures.,Steps: (1) scan badge (2) enter PIN (3) pass biometrics. A door opened after steps 1 and 2 without step 3. All steps completed?,Policy: biometric check is mandatory. A person entered without it. Policy satisfied?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,no,high,
HB_EXP9_0174,fixed_pro_log_032_02,logical+procedural,procedural,logical,step_sequencing,conditional_reasoning,easy,easy,A pharmacist checks dispensing protocol.,Protocol: (1) verify prescription (2) check allergies (3) prepare medication (4) counsel patient. Pharmacist skipped step 2. Protocol complete?,"Rule: if allergy check is skipped, the dispensing is invalid. Based on your answer, is this dispensing valid?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,no,high,
HB_EXP9_0175,fixed_pro_log_032_07,logical+procedural,procedural,logical,step_sequencing,conditional_reasoning,easy,easy,A pharmacist checks dispensing protocol.,Protocol: (1) verify prescription (2) check allergies (3) prepare medication (4) counsel patient. Pharmacist skipped step 2. Protocol complete?,"Rule: if allergy check is skipped, the dispensing is invalid. Based on your answer, is this dispensing valid?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,no,high,
HB_EXP9_0176,fixed_pro_log_032_05,logical+procedural,procedural,logical,constraint_following,constraint_satisfaction,easy,easy,A quality engineer follows testing protocols.,Protocol: (1) calibrate (2) sample (3) test (4) log (5) review. Step 3 was done before step 2. Protocol violated?,Rule: log only tested samples. An untested sample was logged. Rule violated?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,yes,PROCEED,yes,high,
HB_EXP9_0177,fixed_pro_log_032_06,logical+procedural,procedural,logical,error_detection,syllogisms,easy,easy,A security officer follows access control procedures.,Steps: (1) scan badge (2) enter PIN (3) pass biometrics. A door opened after steps 1 and 2 without step 3. All steps completed?,Policy: biometric check is mandatory. A person entered without it. Policy satisfied?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,no,high,
HB_EXP9_0178,fixed_log_soc_025_07,logical+social,logical,social,boolean_logic,conflict_resolution,easy,hard,A negotiator checks agreement conditions and reads social dynamics.,Agreement holds only if BOTH parties comply. One party complied; the other did not. Is the agreement in force?,The non-compliant party claims ignorance of the terms. What social mechanism is this? A) Bad faith negotiation  B) Plausible deniability  C) Competitive bargaining  D) Escalation,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,FLAG_FOR_REVIEW,,medium,B:FLAG_FOR_REVIEW
HB_EXP9_0179,fixed_log_soc_025_02,logical+social,logical,social,boolean_logic,conflict_resolution,easy,hard,A negotiator checks agreement conditions and reads social dynamics.,Agreement holds only if BOTH parties comply. One party complied; the other did not. Is the agreement in force?,The non-compliant party claims ignorance of the terms. What social mechanism is this? A) Bad faith negotiation  B) Plausible deniability  C) Competitive bargaining  D) Escalation,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,B,high,
HB_EXP9_0180,fixed_log_soc_025_04,logical+social,logical,social,constraint_satisfaction,emotion_recognition,easy,medium,A policy analyst checks stakeholder thresholds and equity implications.,"Rule: if a policy benefits fewer than 60% of stakeholders, it must go to committee review. Policy benefits 55% of stakeholders. Committee review required?",The policy disproportionately affects a minority group. What ethical principle demands particular scrutiny? A) Utility maximisation  B) Procedural justice  C) Equity and fairness  D) Cost efficiency,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,yes,USE_TOOL,,medium,B:USE_TOOL
HB_EXP9_0181,fixed_log_soc_025_05,logical+social,logical,social,syllogisms,norm_violation,easy,medium,An HR professional applies policies and reads workplace dynamics.,Policy: confidential information must not be shared outside the team. A team member shares it with an adjacent department. Policy violated?,"After this violation, team trust declines. What is the most likely driver? A) The team is oversensitive  B) Breach of confidentiality damages psychological safety  C) Rules are too strict  D) Information sharing is positive",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,yes,PROCEED,B,high,
HB_EXP9_0182,fixed_log_soc_025_00,logical+social,logical,social,syllogisms,norm_violation,easy,medium,An HR professional applies policies and reads workplace dynamics.,Policy: confidential information must not be shared outside the team. A team member shares it with an adjacent department. Policy violated?,"After this violation, team trust declines. What is the most likely driver? A) The team is oversensitive  B) Breach of confidentiality damages psychological safety  C) Rules are too strict  D) Information sharing is positive",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,yes,PROCEED,B,high,
HB_EXP9_0183,fixed_log_soc_025_08,logical+social,logical,social,pattern_inference,pragmatic_implicature,easy,medium,A team leader evaluates consensus rules and group dynamics.,All decisions require unanimous consensus. 4 of 5 members agree. Does the decision pass?,The one dissenting member feels pressured to change their vote. What group dynamic is this? A) Groupthink  B) Collaboration  C) Democratic debate  D) Conflict resolution,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,A,high,
HB_EXP9_0184,fixed_log_soc_025_03,logical+social,logical,social,pattern_inference,pragmatic_implicature,easy,medium,A team leader evaluates consensus rules and group dynamics.,All decisions require unanimous consensus. 4 of 5 members agree. Does the decision pass?,The one dissenting member feels pressured to change their vote. What group dynamic is this? A) Groupthink  B) Collaboration  C) Democratic debate  D) Conflict resolution,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,A,high,
HB_EXP9_0185,fixed_log_soc_025_06,logical+social,logical,social,conditional_reasoning,perspective_taking,easy,easy,A manager applies promotion criteria and manages expectations.,Promotion criteria: 3+ years experience AND exceed targets in at least 2 consecutive years. Candidate has 4 years experience but exceeded targets only once. Eligible?,The candidate learns they were not promoted despite meeting the experience requirement. Most likely emotional response? A) Satisfaction  B) Indifference  C) Frustration or disappointment  D) Relief,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,C,high,
HB_EXP9_0186,fixed_log_soc_025_01,logical+social,logical,social,conditional_reasoning,perspective_taking,easy,easy,A manager applies promotion criteria and manages expectations.,Promotion criteria: 3+ years experience AND exceed targets in at least 2 consecutive years. Candidate has 4 years experience but exceeded targets only once. Eligible?,The candidate learns they were not promoted despite meeting the experience requirement. Most likely emotional response? A) Satisfaction  B) Indifference  C) Frustration or disappointment  D) Relief,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,C,high,
HB_EXP9_0187,fixed_spa_log_010_08,logical+spatial,spatial,logical,spatial_arrangement,constraint_satisfaction,medium,medium,A safety inspector checks occupancy limits for a room.,Room: 6m × 4m with a 1m × 1m structural column. Net floor area in m²?,Building code: minimum 4 m² net floor area per occupant. What is the maximum number of occupants allowed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,23,PROCEED,5,high,
HB_EXP9_0188,fixed_spa_log_010_04,logical+spatial,spatial,logical,distance_bearing,syllogisms,hard,easy,A landscape architect designs a park and checks usage requirements.,Rectangular park 80m × 50m with a 2m-wide path running inside all four edges. Inner grassy area in m²?,"Rule: grassy area must be at least 3,000 m² for public use designation. Based on your answer, does this park qualify?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,3496,PROCEED,yes,high,
HB_EXP9_0189,fixed_spa_log_010_05,logical+spatial,spatial,logical,2d_geometry,conditional_reasoning,medium,medium,An architect reviews building plans and applies zoning codes.,L-shaped floor plan: main section 10m × 8m plus a 4m × 5m extension. Total floor area in m²?,"Code: maximum floor area ratio (FAR) = 2.0. Plot area 500 m², building footprint 100 m². Does the building comply?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,100,PROCEED,yes,high,
HB_EXP9_0190,fixed_spa_log_010_00,logical+spatial,spatial,logical,2d_geometry,conditional_reasoning,medium,medium,An architect reviews building plans and applies zoning codes.,L-shaped floor plan: main section 10m × 8m plus a 4m × 5m extension. Total floor area in m²?,"Code: maximum floor area ratio (FAR) = 2.0. Plot area 500 m², building footprint 100 m². Does the building comply?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,100,PROCEED,yes,high,
HB_EXP9_0191,fixed_spa_log_010_03,logical+spatial,spatial,logical,spatial_arrangement,constraint_satisfaction,medium,medium,A safety inspector checks occupancy limits for a room.,Room: 6m × 4m with a 1m × 1m structural column. Net floor area in m²?,Building code: minimum 4 m² net floor area per occupant. What is the maximum number of occupants allowed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,23,PROCEED,5,high,
HB_EXP9_0192,fixed_spa_log_010_02,logical+spatial,spatial,logical,grid_navigation,pattern_inference,medium,easy,An engineer designs a cylindrical storage tank and checks regulations.,"Cylindrical tank: radius 3m, height 5m. Volume in m³ (π ≈ 3.14)?","Regulation: tanks exceeding 150 m³ require an overflow valve. Based on your answer, does this tank require one?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,141.3,PROCEED,no,high,
HB_EXP9_0193,fixed_spa_log_010_01,logical+spatial,spatial,logical,3d_geometry,boolean_logic,medium,easy,An urban planner applies setback rules to a triangular lot.,"Triangular lot: base 60m, height 40m. Area in m²?",Zoning rule: all buildings must be at least 10m from property lines. A building is placed 8m from the north boundary. Rule satisfied?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,1200,PROCEED,no,high,
HB_EXP9_0194,fixed_spa_log_010_06,logical+spatial,spatial,logical,3d_geometry,boolean_logic,medium,easy,An urban planner applies setback rules to a triangular lot.,"Triangular lot: base 60m, height 40m. Area in m²?",Zoning rule: all buildings must be at least 10m from property lines. A building is placed 8m from the north boundary. Rule satisfied?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,1200,PROCEED,no,high,
HB_EXP9_0195,fixed_spa_log_010_07,logical+spatial,spatial,logical,grid_navigation,pattern_inference,medium,easy,An engineer designs a cylindrical storage tank and checks regulations.,"Cylindrical tank: radius 3m, height 5m. Volume in m³ (π ≈ 3.14)?","Regulation: tanks exceeding 150 m³ require an overflow valve. Based on your answer, does this tank require one?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,141.3,PROCEED,no,high,
