item_id,task_id,domain_pair,domain_a,domain_b,subcategory_a,subcategory_b,difficulty_a,difficulty_b,task_text,part1_text,part2_text,decision_options,decision_a,answer_a,decision_b,answer_b,participant_confidence,notes
HB_EXP9_0128,fixed_soc_pro_027_08,procedural+social,social,procedural,norm_violation,dependency_ordering,medium,easy,A manager gives performance feedback and follows the feedback procedure.,A manager gives positive feedback only when others are watching but gives negative feedback in private. What behaviour does this represent? A) Inconsistent feedback  B) Public relations management  C) Two-faced or performative behaviour  D) Situational leadership,Feedback protocol: (1) prepare notes (2) schedule session (3) deliver feedback (4) agree on action items (5) follow up. Manager delivers feedback without scheduling a formal session. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,USE_TOOL,,PROCEED,no,low,A:USE_TOOL
HB_EXP9_0129,fixed_soc_pro_027_02,procedural+social,social,procedural,emotion_recognition,protocol_compliance,medium,easy,A facilitator runs a brainstorming workshop and follows group process steps.,Participants in a brainstorming session start critiquing ideas as soon as they are raised. What brainstorming norm is being violated?,Workshop procedure: (1) set ground rules (2) warm-up (3) brainstorm (4) prioritise (5) action planning. Group jumps from brainstorming directly to action planning. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,deferred judgment or withhold criticism,PROCEED,no,medium,
HB_EXP9_0130,fixed_soc_pro_027_01,procedural+social,social,procedural,pragmatic_implicature,step_sequencing,medium,easy,An HR manager handles a complaint impartially and follows resolution procedures.,An employee raises a complaint about a colleague. Manager publicly sides with the senior colleague before investigating. What professional principle is violated?,Complaint resolution: (1) receive complaint (2) acknowledge receipt (3) investigate (4) communicate findings (5) implement resolution. Manager skips investigation and implements resolution directly. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,impartiality and procedural fairness,PROCEED,no,medium,
HB_EXP9_0131,fixed_soc_pro_027_06,procedural+social,social,procedural,pragmatic_implicature,step_sequencing,medium,easy,An HR manager handles a complaint impartially and follows resolution procedures.,An employee raises a complaint about a colleague. Manager publicly sides with the senior colleague before investigating. What professional principle is violated?,Complaint resolution: (1) receive complaint (2) acknowledge receipt (3) investigate (4) communicate findings (5) implement resolution. Manager skips investigation and implements resolution directly. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,impartiality and procedural fairness,PROCEED,no,medium,
HB_EXP9_0132,fixed_soc_pro_027_07,procedural+social,social,procedural,emotion_recognition,protocol_compliance,medium,easy,A facilitator runs a brainstorming workshop and follows group process steps.,Participants in a brainstorming session start critiquing ideas as soon as they are raised. What brainstorming norm is being violated?,Workshop procedure: (1) set ground rules (2) warm-up (3) brainstorm (4) prioritise (5) action planning. Group jumps from brainstorming directly to action planning. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,deferred judgment or withhold criticism,PROCEED,no,medium,
HB_EXP9_0133,fixed_spa_pro_013_08,procedural+spatial,spatial,procedural,2d_geometry,protocol_compliance,medium,medium,An IT technician manages a server rack and follows installation steps.,Server rack: 42U total. 14 servers already installed at 2U each. How many U slots remain?,Server installation procedure: (1) shut down rack power (2) mount rails (3) slide in server (4) connect cables (5) restore power. Technician connects cables before sliding in server. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,14,PROCEED,no,medium,
HB_EXP9_0134,fixed_spa_pro_013_03,procedural+spatial,spatial,procedural,2d_geometry,protocol_compliance,medium,medium,An IT technician manages a server rack and follows installation steps.,Server rack: 42U total. 14 servers already installed at 2U each. How many U slots remain?,Server installation procedure: (1) shut down rack power (2) mount rails (3) slide in server (4) connect cables (5) restore power. Technician connects cables before sliding in server. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,14,PROCEED,no,medium,
HB_EXP9_0135,fixed_spa_pro_013_06,procedural+spatial,spatial,procedural,spatial_arrangement,error_detection,medium,easy,A warehouse manager calculates pallet capacity and follows stock protocols.,Warehouse floor: 30m × 20m. Each pallet has a footprint of 1.2m × 1m. How many pallets fit (floor area only)?,Protocol: (1) receive goods (2) scan items (3) quality check (4) assign shelf (5) shelve. A shipment is shelved before scanning. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,500,PROCEED,no,medium,
HB_EXP9_0136,fixed_spa_pro_013_00,procedural+spatial,spatial,procedural,grid_navigation,constraint_following,medium,easy,A construction supervisor measures usable site area and checks safety procedures.,Site: 60m × 40m. Safety exclusion zone: 5m strip on all four sides. Usable area in m²?,"Site safety procedure: (1) secure perimeter (2) hazard assessment (3) brief workers (4) begin work. If step 2 is skipped, is the procedure correctly followed?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,FLAG_FOR_REVIEW,,PROCEED,no,low,A:FLAG_FOR_REVIEW
HB_EXP9_0137,fixed_spa_pro_013_02,procedural+spatial,spatial,procedural,distance_bearing,step_sequencing,medium,easy,An airport ground crew manager plans terminal gate layout and checks boarding procedures.,"Terminal has 8 gates in a row, each 15m wide with 5m gaps between them. Total terminal length in metres?",Boarding procedure: (1) verify boarding pass (2) scan passport (3) security check (4) allow boarding. A passenger boards after steps 1 and 2 only. Was procedure complete?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,155,PROCEED,no,medium,
HB_EXP9_0138,fixed_spa_pro_013_07,procedural+spatial,spatial,procedural,distance_bearing,step_sequencing,medium,easy,An airport ground crew manager plans terminal gate layout and checks boarding procedures.,"Terminal has 8 gates in a row, each 15m wide with 5m gaps between them. Total terminal length in metres?",Boarding procedure: (1) verify boarding pass (2) scan passport (3) security check (4) allow boarding. A passenger boards after steps 1 and 2 only. Was procedure complete?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,155,PROCEED,no,medium,
HB_EXP9_0139,fixed_tem_pro_018_07,procedural+temporal,temporal,procedural,scheduling,step_sequencing,medium,medium,A developer follows a deployment checklist.,"Window 2:00–4:00 AM. Steps: tests 20min, review 10min, build 15min, staging 25min, production 30min. Does it fit?",Checklist: (1) run tests (2) review (3) build (4) deploy staging (5) deploy production. Steps 4 and 5 reversed. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,yes,PROCEED,no,medium,
HB_EXP9_0140,fixed_tem_pro_018_04,procedural+temporal,temporal,procedural,sequence_ordering,dependency_ordering,medium,medium,An IT technician follows troubleshooting steps.,"Repair started 10:15 AM. Step 1: 5min, step 2: 10min, step 3: 20min. When would step 4 start if done in order?",Steps: (1) restart (2) check cables (3) update drivers (4) reinstall OS. Tech jumps to step 4 immediately. Steps skipped?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,10:50 AM,PROCEED,"steps 1, 2, and 3",medium,
HB_EXP9_0141,fixed_tem_pro_018_01,procedural+temporal,temporal,procedural,rate_time,error_detection,medium,medium,A chef follows a recipe and tracks cooking time.,Baking starts 3:45 PM (35 min) then rest 15 min. When is dish ready?,Recipe: (1) Preheat (2) Mix dry (3) Add wet (4) Pour (5) Bake. Chef bakes before mixing. Step violated?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,4:35 PM,PROCEED,step 2 or mixing,medium,
HB_EXP9_0142,fixed_tem_pro_018_02,procedural+temporal,temporal,procedural,scheduling,step_sequencing,medium,medium,A developer follows a deployment checklist.,"Window 2:00–4:00 AM. Steps: tests 20min, review 10min, build 15min, staging 25min, production 30min. Does it fit?",Checklist: (1) run tests (2) review (3) build (4) deploy staging (5) deploy production. Steps 4 and 5 reversed. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,yes,FLAG_FOR_REVIEW,,low,B:FLAG_FOR_REVIEW
HB_EXP9_0143,fixed_pro_tem_031_01,procedural+temporal,procedural,temporal,step_sequencing,sequence_ordering,medium,medium,A chef follows a recipe and tracks cooking time.,Recipe: (1) Preheat (2) Mix dry (3) Add wet (4) Pour (5) Bake. Chef bakes before mixing. Step violated?,Baking starts 3:45 PM (35 min) then rest 15 min. When is dish ready?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,step 2 or mixing,PROCEED,4:35 PM,medium,
HB_EXP9_0144,fixed_pro_tem_031_06,procedural+temporal,procedural,temporal,step_sequencing,sequence_ordering,medium,medium,A chef follows a recipe and tracks cooking time.,Recipe: (1) Preheat (2) Mix dry (3) Add wet (4) Pour (5) Bake. Chef bakes before mixing. Step violated?,Baking starts 3:45 PM (35 min) then rest 15 min. When is dish ready?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,step 2 or mixing,FLAG_FOR_REVIEW,,low,B:FLAG_FOR_REVIEW
HB_EXP9_0145,fixed_spa_soc_011_08,social+spatial,spatial,social,grid_navigation,conflict_resolution,medium,medium,A school principal plans classroom seating arrangements.,Classroom: 10m × 8m. Teacher's area at the front takes a 10m × 1.5m strip. Remaining student area in m²?,Students in rows perform worse on collaborative tasks than students seated in clusters. Most likely explanation?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,65,USE_TOOL,,low,B:USE_TOOL
HB_EXP9_0146,fixed_spa_soc_011_03,social+spatial,spatial,social,grid_navigation,conflict_resolution,medium,medium,A school principal plans classroom seating arrangements.,Classroom: 10m × 8m. Teacher's area at the front takes a 10m × 1.5m strip. Remaining student area in m²?,Students in rows perform worse on collaborative tasks than students seated in clusters. Most likely explanation?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,65,PROCEED,row seating inhibits peer interaction and collaboration,medium,
HB_EXP9_0147,fixed_spa_soc_011_01,social+spatial,spatial,social,2d_geometry,norm_violation,easy,medium,A facilities manager plans seating and handles a staff request.,Conference room: 8m × 6m. Table occupies 4m × 2m. Remaining floor area in m²?,An employee requests a private workspace for confidential calls. Manager assigns them a glass-walled office. Is the employee's core need addressed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,40,PROCEED,no,medium,
HB_EXP9_0148,fixed_spa_soc_011_04,social+spatial,spatial,social,spatial_arrangement,pragmatic_implicature,easy,medium,An event planner arranges a circular venue and considers seating conventions.,Circular venue: radius 10m. Floor area in m² (π ≈ 3.14)?,Guests are arranged in a circle at a round table. The host tries to sit at the 'head' of the table. Is this socially conventional?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,314,PROCEED,no,medium,
HB_EXP9_0149,fixed_spa_soc_011_02,social+spatial,spatial,social,3d_geometry,perspective_taking,easy,medium,A retail planner designs store layout and customer experience.,Store: 25m × 20m. Product displays take 40% of floor space. Walking area remaining in m²?,A store arranges products so customers must walk through the entire space to reach the exit. What is the primary commercial purpose of this layout?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,300,PROCEED,maximize product exposure and encourage impulse purchases,medium,
HB_EXP9_0150,fixed_spa_soc_011_00,social+spatial,spatial,social,distance_bearing,emotion_recognition,easy,medium,An office designer plans workspace and considers team dynamics.,Open-plan floor: 20m × 15m. Each workstation requires 6 m². How many workstations fit?,A company moves from private offices to open plan. Employees report decreased focus. Most likely cause? A) Poor lighting  B) Lack of acoustic privacy  C) Too many plants  D) Uncomfortable chairs,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,50,PROCEED,B,medium,
HB_EXP9_0151,fixed_tem_soc_016_04,social+temporal,temporal,social,rate_time,pragmatic_implicature,medium,medium,An operations manager tracks machine uptime and worker welfare.,"Machine ran 6h 45min, broke down, repaired in 2h 20min, then ran 3h 15min. Total productive time in hours and minutes?",Workers are asked to skip their legally mandated 30-minute break due to production pressure. Is this ethically acceptable? A) Yes — production needs are paramount  B) No — it violates workers' rights  C) Only if compensated  D) Depends on the country,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,10 hours,PROCEED,B,medium,
HB_EXP9_0152,fixed_tem_soc_016_05,social+temporal,temporal,social,scheduling,emotion_recognition,medium,medium,An HR manager tracks contracted hours and observes team behaviour.,"Employee contracted for 35 hours/week. Worked: Mon 7.5h, Tue 6h, Wed 8.5h, Thu 6h. Hours still owed this week?",An employee routinely arrives 15 minutes late but always stays late to compensate. How might teammates most likely perceive this? A) Acceptable — hours balance out  B) Disruptive to team coordination  C) Highly professional  D) Irrelevant,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,7,PROCEED,B,medium,
HB_EXP9_0153,fixed_tem_soc_016_00,social+temporal,temporal,social,scheduling,emotion_recognition,medium,medium,An HR manager tracks contracted hours and observes team behaviour.,"Employee contracted for 35 hours/week. Worked: Mon 7.5h, Tue 6h, Wed 8.5h, Thu 6h. Hours still owed this week?",An employee routinely arrives 15 minutes late but always stays late to compensate. How might teammates most likely perceive this? A) Acceptable — hours balance out  B) Disruptive to team coordination  C) Highly professional  D) Irrelevant,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,7,PROCEED,B,medium,
HB_EXP9_0154,fixed_tem_soc_016_03,social+temporal,temporal,social,calendar_date,conflict_resolution,easy,medium,A manager handles shift lengths and performance review timing.,Night shift: 10:00 PM to 6:30 AM. Shift length in hours?,A manager schedules a performance review for the last day before an employee's annual leave. How is this likely perceived? A) Considerate  B) Neutral  C) Thoughtless or poor timing  D) Encouraging,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,8.5,USE_TOOL,,low,B:USE_TOOL
HB_EXP9_0155,fixed_tem_soc_016_01,social+temporal,temporal,social,duration_calculation,norm_violation,medium,easy,A team lead manages a deadline and team communication.,Project deadline: Friday 5:00 PM. Current time: Wednesday 11:30 AM. Hours remaining?,A team member frequently misses deadlines. How should a manager first respond? A) Immediate termination  B) Issue a formal warning  C) Have a private conversation to understand the cause  D) Public criticism in a team meeting,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,53.5,PROCEED,C,medium,
HB_EXP9_0156,fixed_tem_soc_016_08,social+temporal,temporal,social,calendar_date,conflict_resolution,easy,medium,A manager handles shift lengths and performance review timing.,Night shift: 10:00 PM to 6:30 AM. Shift length in hours?,A manager schedules a performance review for the last day before an employee's annual leave. How is this likely perceived? A) Considerate  B) Neutral  C) Thoughtless or poor timing  D) Encouraging,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,8.5,PROCEED,C,medium,
HB_EXP9_0157,fixed_spa_tem_008_02,spatial+temporal,spatial,temporal,distance_bearing,duration_calculation,hard,easy,An urban planner designs a park layout.,Hexagonal park inscribed in a circle of radius 50m. Approximate area (use regular hexagon formula)?,"Park opens May 1, closes October 31. How many full months is it open?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,USE_TOOL,,PROCEED,6,low,A:USE_TOOL
HB_EXP9_0158,fixed_spa_tem_008_06,spatial+temporal,spatial,temporal,spatial_arrangement,scheduling,medium,medium,A delivery coordinator plans routes and ETAs.,Depot at origin. Driver goes 8km north then 6km east. Straight-line distance from depot?,"Departs 9:00 AM, drives 1.5 hours to first stop, 45 min at stop, 2 hours to second stop. ETA at second stop?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,USE_TOOL,,PROCEED,1:15 PM,low,A:USE_TOOL
HB_EXP9_0159,fixed_spa_tem_008_01,spatial+temporal,spatial,temporal,spatial_arrangement,scheduling,medium,medium,A delivery coordinator plans routes and ETAs.,Depot at origin. Driver goes 8km north then 6km east. Straight-line distance from depot?,"Departs 9:00 AM, drives 1.5 hours to first stop, 45 min at stop, 2 hours to second stop. ETA at second stop?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,10,PROCEED,1:15 PM,medium,
HB_EXP9_0160,fixed_spa_tem_008_07,spatial+temporal,spatial,temporal,distance_bearing,duration_calculation,hard,easy,An urban planner designs a park layout.,Hexagonal park inscribed in a circle of radius 50m. Approximate area (use regular hexagon formula)?,"Park opens May 1, closes October 31. How many full months is it open?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,USE_TOOL,,PROCEED,6,low,A:USE_TOOL
HB_EXP9_0161,fixed_spa_tem_008_05,spatial+temporal,spatial,temporal,grid_navigation,rate_time,medium,easy,A construction manager tracks layout and schedule.,Building footprint 40m × 25m. Setback rule: 5m on all sides. Buildable area?,Permit processing takes 6 weeks. Applied March 10. Permit available from?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,750,PROCEED,April 21,medium,
HB_EXP9_0162,fixed_spa_tem_008_00,spatial+temporal,spatial,temporal,grid_navigation,rate_time,medium,easy,A construction manager tracks layout and schedule.,Building footprint 40m × 25m. Setback rule: 5m on all sides. Buildable area?,Permit processing takes 6 weeks. Applied March 10. Permit available from?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,FLAG_FOR_REVIEW,,PROCEED,April 21,low,A:FLAG_FOR_REVIEW
